Noncampuscrime060708[3,4,5,6].csv
710 S Tonopah Dr,Las Vegas,NV,89106.0
5424 HWY 290 W STE 105,AUSTIN,TX,78735.0
4650 BUCKLEY RD,LIVERPOOL,NY,130880208.0
8585 N STEMMONS FWY TWIN TOWERS,DALLAS,TX,75247.0
6200 HILLCROFT AVE STE 200,HOUSTON,TX,770813007.0
1255 Rt 70,Suite 12-N,Lakewood,NJ
717 LIBERTY AVE  CLARK BLDG,PITTSBURGH,PA,152223500.0
314 WASHINGTON ST,NEW CASTLE,PA,16101.0
ONE COLLEGE DR,BENTONVILLE,AR,727125091.0
325 N Gateway Drive,MADERA,CA,93637.0
3001 S FEDERAL BLVD,DENVER,CO,802362711.0
2222 N TAMPA ST,TAMPA,FL,336022196.0
2655 Northbrooke Drive,Naples,FL,341197932.0
4501 Colonial Boulevard,Fort Myers,FL,33966.0
10830 NAVAJO DR,ST PETERSBURG,FL,337083116.0
995 E MEMORIAL BLVD STE 110,LAKELAND,FL,33801.0
990 HAMMOND DR STE 1100,ATLANTA,GA,30328.0
2201 TORONTO RD,SPRINGFIELD,IL,627128645.0
10321 S ROBERTS RD,PALOS HILLS,IL,60465.0
809 S HARRISON ST,ALEXANDRIA,IN,460012618.0
4550 MCMASTERS AVE,HANNIBAL,MO,634012285.0
18 NORTHWEST PLAZA,ST ANN,MO,63074.0
4901B North Tryon Street,CHARLOTTE,NC,28213.0
15 WARD STREET,BLOOMFIELD,NJ,7003.0
711 W TAMARACK RD,ALTUS,OK,73521.0
688 WESTERN AVE,CANONSBURG,PA,15317.0
1860 WILMA RUDOLPH BLVD,CLARKSVILLE,TN,37040.0
907 Rivergate PKY BLDG E6,GOODLETTSVILLE,TN,370729928.0
214 W SAN ANTONIO,NEW BRAUNFELS,TX,78130.0
863 GLENROCK RD STE 100,NORFOLK,VA,235023701.0
9709 Third Ave NE Suite 400,SEATTLE,WA,98115.0
Harley O Staggers Dr.,Keyser,WV,26726.0
18607 VENTURA BLVD STE 310,TARZANA,CA,91356.0
6435 WILSHIRE BLVD,LOS ANGELES,CA,90048.0
600 F ST,MARTINEZ,CA,945533298.0
3000 S ROBERTSON BLVD,STE. 300,LOS ANGELES,CA
12875 CHAPMAN AVE,GARDEN GROVE,CA,92840.0
3001 E FIRST ST,VIDALIA,GA,30474.0
500 FEDERAL ST WOODLAND PARK,ANDOVER,MA,1810.0
716 CENTRAL AVE,GREAT FALLS,MT,594013731.0
5100 MASTHEAD STREET NE,ALBUQUERQUE,NM,87109.0
200 GLAMORGAN,ALLIANCE,OH,44601.0
1641 Old Philadelphia Pike,LANCASTER,PA,17602.0
735 CUMBERLAND ST,LEBANON,PA,17042.0
9751 DELEGATES DR,ORLANDO,FL,32837.0
2010 E HILLSBOROUGH AVE,TAMPA,FL,336108299.0
2444 W DEVON,CHICAGO,IL,60659.0
495 NORTHGATE PKY,WHEELING,IL,600902646.0
237 S. Florence Ave.,SPRINGFIELD,MO,65806.0
5020 LEWIS AVE,TOLEDO,OH,436122822.0
10525 SE CHERRY BLOSSOM DR,PORTLAND,OR,97216.0
540 N HARRISON RD,PLEASANT GAP,PA,16823.0
2910 ANTOINE B-100,HOUSTON,TX,77092.0
6672 HWY 06 S,HOUSTON,TX,77083.0
8101 JOHN CARPENTER FWY,DALLAS,TX,752474720.0
112 MANSFIELD AVE,WILLIMANTIC,CT,62262040.0
1605 N LIMEKILN PKE,DRESHER,PA,19025.0
2930 W MARKET,AKRON,OH,44313.0
150 East Gay St,COLUMBUS,OH,43215.0
35350 Curtis Blvd.,Eastlake,OH,440952752.0
1156 MEDINA RD,MEDINA,OH,44256.0
9480 PARKWAY E,BIRMINGHAM,AL,352158308.0
3590 PLEASANT VALLEY RD,MOBILE,AL,36609.0
3736 Atlanta Highway,Montgomery,AL,36109.0
4081 E. Olive Rd.,Suite B,Pensacola,FL
1061 Markham St.,CONWAY,AR,72032.0
1460 S. Milliken Ave,ONTARIO,CA,91761.0
12340 Woodruff Ave,Downey,CA,90241.0
1605 E MARCH LN,STOCKTON,CA,95210.0
25500 INDUSTRIAL BLVD.,HAYWARD,CA,94545.0
11883 VALLEY VIEW ST,GARDEN GROVE,CA,92641.0
16560 Harbor Blvd.,Units K-Q,Fountain Valley,CA
6060 SUNRISE VISTA DR STE 2500,CITRUS HEIGHTS,CA,956107071.0
511 North Brookhurst St.,Suite 300,Anaheim,CA
252 E Second St,Pomona,CA,91766.0
221 North Brand Blvd.,GLENDALE,CA,91205.0
12801 Crossroads Parkway South,City of Industry,CA,91746.0
18000 Studebaker Rd.,STE 900A,CERRITOS,CA
1515 W MISSION BLVD,POMONA,CA,917661233.0
3157 E. Elwood Street,PHOENIX,AZ,850347209.0
3890 Murphy Canyon Road,San Diego,CA,92123.0
2060 Otay Lakes Road Suite 100,Chula Vista,CA,91915.0
16870 West Bernardo Drive,Ste. 200,San Diego,CA
277 Rancheros Drive,Ste. 200,San Marcos,CA
2204 El Camino Real,Ste. 200,Oceanside,CA
3419 W 43RD PL,LOS ANGELES,CA,90008.0
3842 South Mason Street,FT COLLINS,CO,80525.0
3425 Dell Range Boulevard,Cheyenne,WY,82009.0
5400 West 11th Street,Suite D,Greeley,CO
2231 S PEORIA,AURORA,CO,80014.0
2088 N. COURTENAY PARKWAY,MERRITT ISLAND,FL,32953.0
3318 Edgewater Drive,Orlando,FL,32804.0
1040 BAYVIEW DR,FT LAUDERDALE,FL,33304.0
1400 INTERNATIONAL PARKWAY SOUTH,LAKE MARY,FL,32746.0
2525 Drew St,CLEARWATER,FL,337652702.0
4130 Salibury Rd N,Suite 1100,Jacksonville,FL
2108 Cobb Parkway,Smyrna,GA,30080.0
1111 BISHOP ST STE 400,HONOLULU,HI,968132811.0
7000 Fleur Drive,DES MOINES,IA,50321.0
1527 47TH AVE,MOLINE,IL,61265.0
13010 S DIVISION ST,BLUE ISLAND,IL,604062606.0
144C East Lake Street,Bloomingdale,IL,601080000.0
1215 E. Santa Fe,OLATHE,KS,66061.0
2834 S SHERWOOD FOREST STE B12,BATON ROUGE,LA,70816.0
8067 Airline Highway,Baton Rouge,LA,708158109.0
3225 A Highway 90 East,Broussard,LA,705183220.0
# 1 Harold Ives Drive,Little Rock,AR,721179624.0
208 WESTSIDE DRIVE,VIDALIA,LA,71373.0
492-500 MAIN ST,MALDEN,MA,2148.0
150 PLEASANT ST,WORCESTER,MA,1609.0
220 SANDWICH RD,BOURNE,MA,2532.0
2200 BROENING HWY STE 160,BALTIMORE,MD,21224.0
1 COLLEGE CIRCLE,BANGOR,ME,4401.0
5177 W MAIN,KALAMAZOO,MI,49009.0
1550 East 78th Street,RICHFIELD,MN,55425.0
757 BRICE ST,LEBANON,MO,65536.0
5700 North Hills Street,MERIDIAN,MS,39307.0
1815 Terry Rd,Jackson,MS,39204.0
1021 N SPENCE AVE,GOLDSBORO,NC,27534.0
1000 HOWARD BLVD,MT LAUREL,NJ,8054.0
105 Neptune Blvd.,Neptune,NJ,7753.0
3315 SPRING MOUNTAIN RD,LAS VEGAS,NV,89102.0
225 DOLSON AVE,MIDDLETOWN,NY,10940.0
Southtowns Campus,Sterling Park,200 Redtail,Orchard Park
517 N Barry ST,OLEAN,NY,14760.0
175 KATHERINE ST,BUFFALO,NY,142102007.0
1466 56TH ST,BROOKLYN,NY,11219.0
5733 HOPKINS RD,MENTOR,OH,440602035.0
5564 MAYFIELD RD,LYNDHURST,OH,441242928.0
306 MARTINSBURG RD,MT VERNON,OH,43050.0
600 ESLEY LN,MANSFIELD,OH,44905.0
14445 Broadway Ave,Cleveland,OH,441251957.0
1700 Fostoria Avenue,Suite 100,FINDLAY,OH
3341 NAVARRE AVE,OREGON,OH,436161444.0
1554 S BYRNE RD GLENBYRNE CTR,TOLEDO,OH,436143430.0
718 West Plane Street,BETHEL,OH,45106.0
11630 E 21 Street,TULSA,OK,74129.0
4439 NW 50TH,OKLAHOMA CITY,OK,73112.0
5610-D W. Skelly Dr.,Tulsa,OK,74129.0
STATE HIGHWAY 33,OMEGA,OK,73764.0
1 JOHN C BRUTON BLVD,SHAWNEE,OK,74804.0
PO Box 240,ATOKA,OK,745250240.0
810 WALDRON RD,DURANT,OK,747011904.0
107 S 15TH,HUGO,OK,74743.0
301 KIAMICHI DR,MCALESTER,OK,74501.0
3205 Lincoln Road NE,IDABEL,OK,74745.0
1509 S MCKENNA,POTEAU,OK,74953.0
610 SW 3RD,SPIRO,OK,74959.0
13739 SE 202 RD,TALIHINA,OK,74571.0
308 E 6th St,Okmulgee,OK,74447.0
600 SW 10th Avenue. #400,PORTLAND,OR,97205.0
2900 FAIRWAY DR,ALTOONA,PA,16602.0
11000 Roosevelt Blvd.,Suite 200,Philadelphia,PA
111 S. Independence Mall East,Suite 850,Philadelphia,PA
405 S. Platte River Drive,Suite 3A,Denver,CO
3075 TERWOOD RD,WILLOW GROVE,PA,19090.0
1522 CHESTNUT ST,PHILADELPHIA,PA,19102.0
1250 GREENSBURG RD,LOWER BURRELL,PA,15068.0
Penn Center East 777 Penn Center Boulevard Building 7,Monroeville,PA,15235.0
6 DR VIDAL ST,HUMACAO,PR,7914210.0
INC.,151,MORSE STREET  P.O. BOX 1490,ARROYO
CALLE RAMOS ANTONINI 116 ESTE,MAYAGUEZ,PR,680.0
CALLE GENOVA NUM 8 ESQ 5 URB CAGUAS NORTE,CAGUAS,PR,7250000.0
DISENO Y COMERCIO,42,38,41
20 BETANCES STREET,BAYAMON,PR,9619998.0
INC.,111 COMERCIO ST,AGUADILLA,PR
167 MUNOZ RIVERA AVE SUITE 2,CAMUY,PR,6272324.0
3715 E NORTH ST STE F,GREENVILLE,SC,296152363.0
170 S WILLOW AVE,COOKEVILLE,TN,38501.0
3099 S PERKINS,MEMPHIS,TN,381183239.0
1594J FT CAMPBELL BLVD,CLARKSVILLE,TN,37042.0
PO BOX 1258,Majuro,MH,96960.0
1711 S. Interstate 35E,Carrollton,TX,75006.0
9400 N CENTRAL EXPY STE 200,DALLAS,TX,75231.0
6685 Peachtree Industrial Blvd.,Atlanta,GA,30360.0
5700 NORTHWEST PKWY,SAN ANTONIO,TX,782493303.0
300 E. Loop 820,Fort Worth,TX,761121225.0
2423 JAMAR STE 2,SAN ANTONIO,TX,78226.0
1911 ANTOINE,HOUSTON,TX,77055.0
Inc.,2402 SAN PEDRO AVE.,SAN ANTONIO,TX
272 COMMERICAL ST,EAGLE PASS,TX,788524859.0
801 S MAIN,DEL RIO,TX,788405865.0
117 SAYLES BLVD.,ABILENE,TX,79605.0
775 South  2000 East,Clearfield,UT,84015.0
3233-B BOULEVARD,COLONIAL HEIGHTS,VA,23834.0
8255 Shoppers Square,Manassas,VA,201112176.0
616 Denbigh Blvd.,Newport News,VA,23608.0
7020 NORTH MILITARY HIGHWAY,NORFOLK,VA,235184833.0
2925 N LANDING RD,VIRGINIA BEACH,VA,234562499.0
16301 Creative Dr. NE,Poulsbo,WA,98370.0
18115 Campus Way NE,BOTHELL,WA,980118246.0
1900 COMMERCE ST,TACOMA,WA,984023100.0
180 West Grange Avenue,Milwaukee,WI,53207.0
5636 UR RT 60 East  Suite 2,HUNTINGTON,WV,257052030.0
713 South Oakwood Avenue,BECKLEY,WV,25801.0
287 Aikens Center,Martinsburg,WV,254046203.0
616 HARRISON ST,PRINCETON,WV,24740.0
13266 POWAY RD,POWAY,CA,92064.0
14547 TITUS,VAN NUYS,CA,914024924.0
480 S MAIN,SALINAS,CA,93901.0
20050 S VERMONT AVE,TORRANCE,CA,90502.0
7445 Mission Valley Road Ste 105,San Diego,CA,921084407.0
4951-A Adamo Drive Suite 120,Tampa,FL,33605.0
6225 Ulmerton Road,Clearwater,FL,33760.0
5701 E. Hillsborough Ave. Suite 1417,TAMPA,FL,336105428.0
365 E 51ST ST,CHICAGO,IL,606153510.0
20755 Greenfield suite 300,Southfield,MI,48075.0
4937 SPRING RD,VERONA,NY,134780168.0
804 S HIGHLAND,MEMPHIS,TN,38111.0
3910 KIRBY,SUITE 200,HOUSTON,TX
701 SHOTWELL,HOUSTON,TX,77020.0
3110 Hayes Rd,Ste 380,HOUSTON,TX
12214 W LAKESHORE DR,BRIMLEY,MI,49715.0
2101 14TH ST,CLOQUET,MN,557205581.0
2522 KWINA RD,BELLINGHAM,WA,982269217.0
2230 N UNIVERSITY PKWY,PROVO,UT,84604.0
587 N. Main,Layton,UT,84041.0
1450 W 820 N,PROVO,UT,84601.0
3721 S 250 W,OGDEN,UT,84405.0
Provo Campus,480 N 900 E,PROVO,UT
5373 GREEN ST,SALT LAKE CITY,UT,841234617.0
511 East 1860 South,Provo,UT,84606.0
1366 Ledgend Hills Drive,Clearfield Drive,UT,84015.0
4393 River Boat Road,Taylorsville,UT,84123.0
25 S 300 E,SALT LAKE CITY,UT,84111.0
2381  EAST  WINDMILL LANE,SUITE 14-16,LAS VEGAS,NV
1409 WEST SOUTHERN AVENUE  SUITE # 6,TEMPE,AZ,85282.0
10000 N. 31 Ave. Bldg. D,#100,PHOENIX,AZ
8991 HARLAN STREET SUITE B,WESTMINSTER,CO,80031.0
14107 EAST EXPOSITION AVE SUITE A,AURORA,CO,80012.0
49-111 Highway 111,Ste. 5,Coachella,CA
761 SOUTH C ST,OXNARD,CA,93030.0
509 W MORRISON AVE,SANTA MARIA,CA,93458.0
42066 AVENIDA ALVARADO Suite A,TEMECULA,CA,92590.0
1441 YORK ST STE 202,DENVER,CO,80206.0
1441 York St Ste 301,Denver,CO,80206.0
3498 ROCHESTER RD,TROY,MI,48083.0
6333 E MOCKINGBIRD LN STE 201,DALLAS,TX,752142389.0
4222 E Thomas Rd Ste 400,Phoenix,AZ,85018.0
1543 18th ST,SPIRIT LAKE,IA,51360.0
2120 S JACKSON,SEATTLE,WA,981442219.0
3403 LAPEER ROAD,PORT HURON,MI,48060.0
259 NORTH STREET,HYANNIS,MA,2601.0
424 Gallimore Dairy Road,GREENSBORO,NC,274099545.0
2925 S. College AVE #9,FT COLLINS,CO,80525.0
2547B 11TH AVE,GREELEY,CO,80631.0
7655 W MISSISSIPPI STE 100,LAKEWOOD,CO,80226.0
6050 ERIN PARK DRIVE,COLORADO SPRINGS,CO,809183401.0
6520 Wadsworth Blvd.  #209,Arvada,CO,80003.0
3150 S SHERIDAN,DENVER,CO,80227.0
500 E. 84th Avenue,Ste W-200,Thornton,CO
670 E Carnegie Dr,SAN BERNARDINO,CA,92408.0
14519 W.Sylvan Street,Van Nuys,CA,91411.0
5 Franklin Street,Essex Junction,VT,5452.0
6363 RICHMOND STE 300,HOUSTON,TX,77057.0
B7 Tabonuco St. Suite 700,GUAYNABO,PR,9683028.0
1266 SAN CARLOS,CONCORD,CA,945181102.0
27485 COMMERCE CENTER DR # D,TEMECULA,CA,92590.0
3491 E. Concours,Ontario,CA,91764.0
14554 7th Street,Victorville,CA,92395.0
320 E ASCENSION ST,GONZALES,LA,70737.0
250 Pawtucket Blvd,Tyngsboro,MA,1879.0
3167 HWY 80 E,Pearl,MS,39208.0
322 LAMAR AVE,CHARLOTTE,NC,28204.0
1820 BUSINESS PARK DR,CLARKSVILLE,TN,37040.0
1505 Noah Court,LEBANON,TN,37087.0
5440 HARVEST HILL STE 200,DALLAS,TX,75230.0
520 E FRONT ST,TYLER,TX,757028214.0
3200 AVE C,BIG SPRING,TX,797207298.0
9210 Arboretum Parkway,Suite 100,Richmond,VA
6232 Bankers Road,Racine,WI,534039747.0
4334 North Hazel,Suite 206,Chicago,IL
14101 E. Nelson Ave,La Puente,CA,91746.0
7390 West Flagler Street,MIAMI,FL,33144.0
5600 NW 36 STREET SUITE 561,MIAMI,FL,33166.0
200 W KAWILI ST,HILO,HI,967204091.0
588 Hanes Mall Boulevard,WINSTON SALEM,NC,27103.0
121 WATCHUNG AVE,NORTH PLAINFIELD,NJ,7060.0
544 RTE 111,HAUPPAUGE,NY,117884346.0
545 UNIVERSITY DR NE,NEW PHILADELPHIA,OH,446639450.0
2130 HAYES AVE,SANDUSKY,OH,44870.0
1500 Fourth Avenue,ALTOONA,PA,16602.0
2301 E ALLEGHENY AVE,PHILADELPHIA,PA,19134.0
2010 S 57TH ST,TEMPLE,TX,765046948.0
Inc-Main Campus,466 W 152ND ST,NEW YORK,NY
8685 ERIE RD,ANGOLA,NY,14006.0
2384 86TH ST,BROOKLYN,NY,112144347.0
6630 GULF FWY,HOUSTON,TX,77087.0
9121 ROOSEVELT BLVD,PHILADELPHIA,PA,19114.0
1500 N 31ST AVE,HATTIESBURG,MS,39401.0
709 Mechem Dr,RUIDOSO,NM,88345.0
1840 E 17TH ST STE 140,SANTA ANA,CA,92705.0
722 W. March Lane,STOCKTON,CA,95207.0
2250 W. Peoria Ave. A-100,PHOENIX,AZ,85029.0
105 E Main St,Leesburg,FL,34748.0
2550 SHATTUCK AVE,BERKELEY,CA,947042724.0
3000 N DYSART RD,Avondale,AZ,853921000.0
1500 West Raab Road,Normal,IL,61761.0
115 DAVIS ROAD,MARTINEZ,GA,30907.0
4201 N Forrest Street,VALDOSTA,GA,31605.0
320 West Broad Street,Fairburn,GA,30213.0
801 DUKE AVENUE,WARNER ROBINS,GA,31093.0
4000 CHESAPEAKE ST NW,WASHINGTON,DC,20016.0
ONE PLAINFIELD AVE,EDISON,NJ,8817.0
1201 W. Cypress Creek Road,Fort Lauderdale,FL,33309.0
1975 Palm Bay Rd. #106,PALM BAY,FL,32905.0
517 ASH STREET,SCRANTON,PA,185092903.0
2400 SE 27th,Amarillo,TX,79103.0
5002 T-REX AVENUE,SUITE 100,BOCA RATON,FL
6001 Lake Osprey Drive,Suite 110,Sarasota,FL
887 Altamonte Drive,Altamonte Springs,FL,327010000.0
4525 VINELAND RD STE 201B,ORLANDO,FL,328117231.0
4412-20 15th Avenue,BROOKLYN,NY,11219.0
1595 S. SEMORAN BLVD STE 1501,WINTER PARK,FL,327925509.0
2121 W.  OAKLAND PK BLVD,FT LAUDERDALE,FL,33311.0
2510 E EVERGREEN BLVD,VANCOUVER,WA,986614323.0
22610 LORAIN RD,FAIRVIEW PARK,OH,44126.0
2001 W SAMPLE RD STE 100,POMPANO BEACH,FL,33064.0
3748 Nolensville Pk,NASHVILLE,TN,37211.0
3545 Lamar Avenue,Memphis,TN,38118.0
900 Madison Square,Madison,TN,37115.0
5760 Stage Road,Bartlett,TN,38134.0
3855 Fishcreek Road,Stow,OH,44224.0
7000 Regency Square Blvd.,Houston,TX,770363211.0
5150 MAYFIELD RD,LYNDHURST,OH,44124.0
19 W GARDEN ST,PENSACOLA,FL,325025640.0
400 RICHARDS RD,ZANESVILLE,OH,43701.0
500 Eighth Avenue - 8th Floor Suite 803,NEW YORK,NY,100184133.0
9200 Southpark Center Loop,ORLANDO,FL,32819.0
7285 OLD OAK BLVD,MIDDLEBURG HEIGHTS,OH,441303375.0
12001 Grandriver,Detroit,MI,48204.0
35 COLLEEN ROAD,TROY,NY,12180.0
131 Union Turnpike,Hudson,NY,12534.0
6423 Stirling Road,Davie,FL,33314.0
515 Woburn St.,Tewksbury,MA,1876.0
1101 Eastport Plaza Drive,Collinsville,IL,62234.0
INC,8166 N HOLLY RD,GRAND BLANC,MI
3333 FANNIN STE 203,HOUSTON,TX,770042954.0
240 Northwest Mall Boulevard,HOUSTON,TX,77092.0
200th St and Kazimiroff Blvd,Bronx,NY,104585126.0
6220 W PARK STE 180,HOUSTON,TX,770577386.0
1793 B GALLATIN PKE N,MADISON,TN,37115.0
2298 Rosa L Parks Blvd,NASHVILLE,TN,37228.0
5440 Fargo Ave.,Skokie,IL,600773210.0
P.O. Box 7494,ALHAMBRA,CA,91802.0
17522 Studebaker Rd,Cerritos,CA,90703.0
7871 WESTMINSTER BLVD,WESTMINSTER,CA,926834043.0
750 BEYER WAY,SAN DIEGO,CA,92154.0
663 N EUCLID,ANAHEIM,CA,92801.0
6162 Rotary Way,Joshua Tree,CA,92252.0
1670 Wilshire Blvd,Los Angeles,CA,90017.0
2428 N Grand  Ave  Ste . D,Santa  Ana,CA,927058708.0
6690 W. Sunset Blvd,Hollywood,CA,90028.0
2002 N GATEWAY BLVD,FRESNO,CA,93727.0
101 E HUNTINGTON DR,MONROVIA,CA,910163414.0
2161 Technology Place,Long Beach,CA,90810.0
8045 E CHAPMAN,ORANGE,CA,928694512.0
222 S. HARBOR BLVD SUITE 200,Anaheim,CA,92805.0
1 University Drive,Aliso Viejo,CA,926564105.0
851 S. COOLEY DR,COLTON,CA,92324.0
10121 WESTMINSTER AVE,GARDEN GROVE,CA,92843.0
5612 E IMPERIAL HWY,SOUTH GATE,CA,90280.0
184 Club Center Drive,San Bernardino,CA,92408.0
1801 South La Cienega Blvd.,Los Angeles,CA,90035.0
500 SHATTO PL STE 600,LOS ANGELES,CA,90020.0
13315 W. Washington Boulevard,Los Angeles,CA,90066.0
1354 S Hill St,Los Angeles,CA,900153040.0
12840 S WESTERN AVE,BLUE ISLAND,IL,604062130.0
19231 N. 6th Street,COVINGTON,LA,704338947.0
3901 W 59th Street,Sioux Falls,SD,571082272.0
11430 N Kendall Drive,Suite 200,MIAMI,FL
5000 Marble NE,ALBUQUERQUE,NM,87110.0
6800 GATEWAY E BLDG 4,EL PASO,TX,79915.0
3800 VARTAN WAY,HARRISBURG,PA,171109450.0
3250 COLEMAN RD.,MEMPHIS,TN,38128.0
5338 Charlotte Ave.,NASHVILLE,TN,372093033.0
2 FRONTIER DR,FAIRFIELD,IL,62837.0
11220 ST HWY 1,ROBINSON,IL,62454.0
2200 COLLEGE DR,MT CARMEL,IL,62863.0
925 S Gilbert Road,Suite 201,Mesa,AZ
1500 UNIVERSITY DR,AUBURN HILLS,MI,483262642.0
34950 LITTLE MACK AVE,CLINTON TOWNSHIP,MI,48035.0
500 Dr. John Will Harris   Street 830,BAYAMON,PR,9576257.0
300 East Bay Drive,Largo,FL,33770.0
3850 S. Campbell,SPRINGFIELD,MO,65807.0
809 Illinois,JOPLIN,MO,64801.0
8955 E 38th Terrace,Kansas City,MO,64129.0
3000 North Fourth Street,Flagstaff,AZ,860041825.0
475 South Lake Powell Blvd,Page,AZ,86040.0
2800 South Lone Tree Road,Flagstaff,AZ,860012701.0
636 South 7th Street,Williams,AZ,86046.0
10500 Forum Place Dr.,Suite  200,Houston,TX
10255 Fortune Parkway,Suite 501,JACKSONVILLE,FL
1250 Mockingbird Lane,Suite 150,DALLAS,TX
9600 E 13TH ST,CADILLAC,MI,496019600.0
285 HUNGRY HOLLOW RD,SPRING VALLEY,NY,10977.0
101 CARR 592,JUANA DIAZ,PR,795.0
633 MIMOSA DRIVE,NW,CLEVELAND,TN
3 BETANCES ST,YAUCO,PR,6983062.0
7475 Dakin Street Suite 100,Denver,CO,80221.0
7757 West Flagler Street,Suite 230,Miami,FL
81 Willoughby Street,Brooklyn,NY,11201.0
1293 Broadway,New York,NY,10001.0
3717 S HIGH ST,COLUMBUS,OH,43207.0
5970 WESTERVILLE RD,WESTERVILLE,OH,43081.0
5300 WESTPOINTE PLZ,COLUMBUS,OH,43228.0
1690 60th Street,BROOKLYN,NY,11204.0
2422 AIRLINE ROAD,CORPUS CHRISTI,TX,78414.0
1410 OLD MILITARY ROAD,STIGLER,OK,744629601.0
215-217 HEWES ST,BROOKLYN,NY,11211.0
1601 WASHINGTON RD,WESTMINSTER,MD,211576944.0
300 S. Craycroft Road,TUCSON,AZ,85711.0
10004 PARK MEADOWS DRIVE,LONE TREE,CO,801245453.0
3151 S. Vaughn Way,Aurora,CO,80014.0
8700 Turnpike Drive,Westminster,CO,80031.0
2809 E. Harmony Rd.,Ft. Collins,CO,80528.0
5700 Pasadena Ave NE,ALBUQUERQUE,NM,871134645.0
NM,1190,1268,1270
7901 Stoneridge Drive,Suite 100,Pleasanton,CA
One Front Street,San Francisco,CA,941110000.0
7901 Stoneridge Drive,Suite 100,Pleasanton,CA
1200 Clay Street,Oakland,CA,946121424.0
2481 Constitution Drive,Livermore,CA,945517628.0
1401 Willow Pass Road,Concord,CA,94520.0
40440 Encyclopedia Circle,Fremont,CA,94538.0
3590 N. First Street,Suite 100,San Jose,CA
3150 Bristol St,3rd Floor,Costa Mesa,CA
1370 South Valley Vista Dr,Ste. 140,Diamond Bar,CA
3100 E. Guasti Road,Ontario,CA,91761.0
299 North Euclid Avenue,Pasadena,CA,91101.0
14320 Firestone Blvd,Ste #150,La Mirada,CA
5955 De Soto Avenue,Woodland Hills,CA,913672650.0
1202 West Avenue J,Lancaster,CA,935342902.0
2051 North Solar Drive,Ste 120,Oxnard,CA
1515 West 190th St,Ste # 200,Gardena,CA
23046 Avenida De La Carlotta  Ste 400,Laguna Hills,CA,92653.0
301 E. Vanderbilt Way,San Bernardino,CA,92408.0
200 Corporate Pointe,Culver City,CA,90230.0
25240 Hancock Center,Murrieta,CA,92562.0
9549 KOGER BLVD STE 100,ST PETERSBURG,FL,33702.0
4440 PIEDRAS DRIVE SOUTH,SUITE 200,SAN ANTONIO,TX
3448 N LUMPKIN RD,COLUMBUS,GA,31903.0
1826 MIDTOWN DR,COLUMBUS,GA,31906.0
5899 Whitfield Ave Suite 300,SARASOTA,FL,34243.0
7155 Janes Avenue,Woodridge,IL,60517.0
10975 El Monte,OVERLAND PARK,KS,66211.0
2219 SW 74TH ST STE 124,OKLAHOMA CITY,OK,73159.0
4908 S. Sheridan,Tulsa,OK,74145.0
4112 Fern Valley Road,LOUISVILLE,KY,402191973.0
75 VILLAGE SQUARE,HAZELWOOD,MO,63042.0
386 West State Hwy 76,Reeds Spring,MO,65737.0
459 PHILO ROAD,ELMIRA,NY,149031089.0
9579 Vocational Drive,Painted Post,NY,14870.0
1126 Bald Hill Road,Hornell,NY,14843.0
6678 COUNTY RD 32,NORWICH,NY,138153554.0
366 Beaver Valley Mall,Monaca,PA,15061.0
1145 North Fourth Street,Sunbury,PA,17801.0
336 W Bugatti Drive,SALT LAKE CITY,UT,84115.0
1621 N. KENT ST,SUITE 1617 LL ROSSLYN PLAZA,ARLINGTON,VA
2400 SW 13TH ST,GAINESVILLE,FL,32608.0
Erie Avenue at Front Street,Philadelphia,PA,19134.0
4701 W THUNDERBIRD RD,Glendale,AZ,85306.0
25 SYLVAN RD SOUTH,WESTPORT,CT,68804619.0
7011 A. C. Skinner PKWY STE 140,JACKSONVILLE,FL,32256.0
1145 E BUTTERFIELD RD,WHEATON,IL,60187.0
Lincoln Square Mall 300 South Broadway,Urbana,IL,61801.0
2516 JOHNSTON STREET,LAFAYETTE,LA,70503.0
209 W COLLEGE ST,LAKE CHARLES,LA,70605.0
347 PLEASANT ST,MALDEN,MA,2148.0
5910 SHINGLE CREEK PKY,BROOKLYN CENTER,MN,55430.0
9814 M ST,OMAHA,NE,681279812.0
9748 PARK DR,OMAHA,NE,68127.0
8516 Park Drive,OMAHA,NE,681273622.0
804 N. Webb Road,Grand Island,NE,68803.0
20 S MAIN ST,CONCORD,NH,3301.0
268 BRICK BLVD,BRICK,NJ,8723.0
660 N MICHIGAN AVE,KENILWORTH,NJ,7033.0
615 WINTERS  AVE.,PARAMUS,NJ,7652.0
232 NORTH ALLEN ST,ALBANY,NY,12206.0
4565 COLUMBUS PIKE,DELAWARE,OH,430158969.0
4300 AMALGAMATED PL,GROVEPORT,OH,431259236.0
4000 Columbus-Lancaster Rd. NW,Carroll,OH,43112.0
8419 COLERAIN AVE,CINCINNATI,OH,45239.0
7300 N PALMYRA RD,CANFIELD,OH,444069710.0
2280 ST RTE 540,BELLEFONTAINE,OH,433119594.0
895 CROUSE CHAPEL RD,CHILLICOTHE,OH,456019010.0
27 RYAN RD,SHELBY,OH,448759704.0
5311 MARKET STREET,BOARDMAN,OH,44512.0
951 Vern Riffe Drive,LUCASVILLE,OH,456480766.0
528 Educational Highway,WARREN,OH,44483.0
801 Vo-Tech Drive,Fairview,OK,73737.0
